id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,place_coord_boundaries
1.16E+18,Fri Aug 09 18:06:38 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Which companies are making driverless cars? 
#driverless #Cars #AutonomousVehicles #vehicles #Automotive Get more info at https://t.co/A438UbMS9A https://t.co/kso57f6pd0",en,0,1,sableashutosh,"driverless, Cars, AutonomousVehicles, vehicles, Automotive",,"Pune, India",
1.16E+18,Fri Aug 09 18:05:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Testing #ArtificialIntelligence of #autonomousvehicles in artificial environment. Via @seeker #AI #IoT 
@pascal_bornet @Hein…",en,0,57,swissbusiness,"ArtificialIntelligence, autonomousvehicles, AI, IoT","mvollmer1, Seeker, pascal_bornet",Zurich,
1.16E+18,Fri Aug 09 18:02:53 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@citiesforpeople and @ideocolab ran a pop-up engaging residents of Buena Vista, #SanJose to help us, @knightfdn  and @CityofSanJose reimagine how #AutonomousVehicles can be used to address #mobility needs in San Jose' neighborhoods! https://t.co/SCVRgrndvR",en,0,1,teamcityfi,"SanJose, AutonomousVehicles, mobility","citiesforpeople, ideocolab, knightfdn, CityofSanJose",,
1.16E+18,Fri Aug 09 18:02:04 +0000 2019,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","From the increase in congestion to the social impact, how do we prepare for a self-driving age? (via @autoserveuk)

#selfdriving #driverless #selfdrivingcars

https://t.co/gredZ4n1uO",en,1,1,dflekt,"selfdriving, driverless, selfdrivingcars",autoserveuk,United Kingdom,
1.16E+18,Fri Aug 09 18:00:39 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @mubineshaikh: The hidden downsides of autonomous vehicles - and how to avoid them. #Autonomousvehicles  #driverless https://t.co/FRZLwR…,en,0,1,mubineshaikh,"Autonomousvehicles, driverless",mubineshaikh,"Pune, India",
1.16E+18,Fri Aug 09 18:00:01 +0000 2019,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","A new #SelfDriving concept car will employ #AI technology to adjust the driving style, ambiance, lighting, and even scent in the car to suit the driver’s mood. #AutonomousCars https://t.co/zQVTnU6iG9",en,0,1,andre_a_santana,"SelfDriving, AI, AutonomousCars",,"São Paulo, Brasil",
1.16E+18,Fri Aug 09 18:00:00 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",A special thanks to @SAEIntl's #Autonomous Vehicle Engineering Magazine for featuring Metamoto in its July issue! Flip to pgs. 8-10 &amp; read our experts discuss how the key technology that will bring #autonomousvehicles to market is #simulation. https://t.co/WDMGCtX5bP,en,1,0,metamotoinc,"Autonomous, autonomousvehicles, simulation",SAEIntl,"Redwood City, CA",
1.16E+18,Fri Aug 09 17:58:08 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @enricomolinari: Someone re-envisioned the car and its design is totally mind-bending via @enricomolinari

#selfdrivingcars #AutonomousV…",en,0,3,lesguer_lionel,selfdrivingcars,"enricomolinari, enricomolinari","Angers, Pays de la Loire",
1.16E+18,Fri Aug 09 17:56:44 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @jeanyvesgonin: Roller #Robot with balance and agility &gt;&gt;&gt; @IntEngineering and @ANYbotics via @MikeQuindazzi &gt;&gt;&gt; #AI #IoT #4IR #Robotics…,en,0,46,mehboob26,"Robot, AI, IoT, 4IR, Robotics","jeanyvesgonin, IntEngineering, anybotics, MikeQuindazzi","Pune, India",
1.16E+18,Fri Aug 09 17:51:21 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @UMichMcity: #FastFactFriday – Curious as to when we will see #driverless vehicles on the road?  Find out more:  https://t.co/t5rdOW7qfh…,en,0,5,michigan_AI,"FastFactFriday, driverless",UMichMcity,"Ann Arbor, MI",
1.16E+18,Fri Aug 09 17:49:36 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Someone re-envisioned the car and its design is totally mind-bending via @enricomolinari

#selfdrivingcars #AutonomousVehicles #sensors #ai

@kashthefuturist @DrUmeshPrabhu @NevilleGaunt @stanleywaite1 @ChrisJ_Pollard @JGrobicki @realColinMac @AdamRogers2030 @gvalan @helene_wpli https://t.co/KEYOtfaP0U",en,12,3,enricomolinari,"selfdrivingcars, AutonomousVehicles, sensors, ai","enricomolinari, kashthefuturist, DrUmeshPrabhu, NevilleGaunt, stanleywaite1, ChrisJ_Pollard, JGrobicki, realColinMac, AdamRogers2030, gvalan, helene_wpli",🇮🇹 🇪🇺 🇺🇸    ,
1.16E+18,Fri Aug 09 17:48:46 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @rajat_shrimal: Meet ""OLLI""- the self-driving 3D printed shuttle 

#3Dprinting #AutonomousVehicles #IoT #InternetOfThings #SmartCity  #A…",en,0,23,RealGeorge_K,"3Dprinting, AutonomousVehicles, IoT, InternetOfThings, SmartCity",rajat_shrimal,,
1.16E+18,Fri Aug 09 17:46:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JeroenBartelse: Yesterday I was one of the passengers in the self-driving @NAVYA_Group shuttle as it drove around Drimmelen harbour (Ne…,en,0,18,werner_fourie,,"JeroenBartelse, NAVYA_Group","Boston, MA",
1.16E+18,Fri Aug 09 17:37:02 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Testing #ArtificialIntelligence of #autonomousvehicles in artificial environment. Via @seeker #AI #IoT 
@pascal_bornet @Hein…",en,0,57,abasidoFerdina2,"ArtificialIntelligence, autonomousvehicles, AI, IoT","mvollmer1, Seeker, pascal_bornet",Nigeria,
1.16E+18,Fri Aug 09 17:35:04 +0000 2019,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","@LoadsmartUS, @StarskyRobotics AUTOMATICALLY DISPATCH #AUTONOMOUS #TRUCK TO HAUL FREIGHT. #AUTONOMOUSVEHICLES #MOBILITY #SOFTWARE

https://t.co/K7b7XrZSwO",en,0,0,AUVSI,"AUTONOMOUS, TRUCK, AUTONOMOUSVEHICLES, MOBILITY, SOFTWARE","LoadsmartUS, StarskyRobotics","Washington, DC",
1.16E+18,Fri Aug 09 17:31:53 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ITU: 📣 Take part in defining the #TuringTest for #AutonomousDriving, and contribute towards performance standards for #AI on our roads…",en,0,20,fabiandelaram,"TuringTest, AutonomousDriving, AI",ITU,,
1.16E+18,Fri Aug 09 17:28:05 +0000 2019,"<a href=""https://bypeers.com/"" rel=""nofollow"">ByPeers Social CRM</a>","RT @Paula_Piccard: This #robot can park your car at the airport  @CNNBusiness 
#ArtificialIntelligence #AI #AutonomousVehicles #ML #Robotic…",en,0,110,iamBrianGraham,"robot, ArtificialIntelligence, AI, AutonomousVehicles, ML","Paula_Piccard, CNNBusiness",New York City,
1.16E+18,Fri Aug 09 17:26:03 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Intertek_TT: What's a Guided Soft Target? It's a robotic sled with a realistic, full-size soft vehicle target used for testing #Autonom…",en,0,3,Intertek_ETL,,Intertek_TT,Global,
1.16E+18,Fri Aug 09 17:25:43 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Intertek_TT: What's a Guided Soft Target? It's a robotic sled with a realistic, full-size soft vehicle target used for testing #Autonom…",en,0,3,LewisABDynamics,,Intertek_TT,"Bath, England",
1.16E+18,Fri Aug 09 17:23:07 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Autonomous car engineering 101: When in doubt, add more LIDAR.
#AutonomousVehicles #AI https://t.co/LdcvORBpeC",en,0,0,JohanSchwind,"AutonomousVehicles, AI",,NYC,
1.16E+18,Fri Aug 09 17:21:27 +0000 2019,"<a href=""http://postbeyond.com"" rel=""nofollow"">PostBeyond</a>",The hidden downsides of autonomous vehicles - and how to avoid them. #Autonomousvehicles  #driverless https://t.co/FRZLwR3tvE,en,1,1,mubineshaikh,"Autonomousvehicles, driverless",,"Pune, India",
1.16E+18,Fri Aug 09 17:20:41 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @alvinfoo: The future of #Transportation 

#AI #AutonomousVehicles #SmartCities #futureofwork 

@MusicComposer1 @Paula_Piccard @Fabrizio…",en,0,117,NorbertoUrbina,"Transportation, AI, AutonomousVehicles, SmartCities, futureofwork","alvinfoo, MusicComposer1, Paula_Piccard",,
1.16E+18,Fri Aug 09 17:18:28 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Sentdex: reinforcement learning series begins for self-driving cars with an autonomous car simulator, Carla:  https://t.co/gImKn4cn2C…",en,0,14,joricz_mx,,Sentdex,"Guadalajara, México",
1.16E+18,Fri Aug 09 17:18:02 +0000 2019,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Because even the dead deserve a smooth, quiet ride.
#teslanews #teslahearse #teslaconvert #AutonomousVehicles
https://t.co/WmVyvOpwbz https://t.co/SiwiYyBWNk",en,0,1,MistyWestYVR,"teslanews, teslahearse, teslaconvert, AutonomousVehicles",,"Vancouver, BC",
1.16E+18,Fri Aug 09 17:17:57 +0000 2019,"<a href=""https://www.linkedin.com"" rel=""nofollow"">MavenBot</a>","RT @SharedUseCntr: Alphabet's #selfdriving arm @Waymo and its AI division @DeepMindAI are using a machine-learning technique called ""popula…",en,0,1,TrackBots,selfdriving,"SharedUseCntr, Waymo, DeepMindAI",United States,
1.16E+18,Fri Aug 09 17:17:51 +0000 2019,"<a href=""https://www.linkedin.com"" rel=""nofollow"">MavenBot</a>","RT @PTDesignltd: We love these BBC Ideas films - they are definitely food for thought and only a couple of minutes long - perfect!
https://…",en,0,1,TrackBots,,PTDesignltd,United States,
1.16E+18,Fri Aug 09 17:12:42 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Paula_Piccard: This #robot can park your car at the airport  @CNNBusiness 
#ArtificialIntelligence #AI #AutonomousVehicles #ML #Robotic…",en,0,110,TheCrows52,"robot, ArtificialIntelligence, AI, AutonomousVehicles, ML","Paula_Piccard, CNNBusiness",,
1.16E+18,Fri Aug 09 17:10:22 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",🌟IEEE 5G World Forum Session Spotlight 🌟: Securing 5G Communications with Massive IoT - Tutorial: securing #IIoT  &amp; #M2M systems in #Vehicular Comms &amp; #AutonomousVehicles ; Security practices in access; more! Register now! 30 Sept - 2 Oct: https://t.co/hWJrAGSq0C #5G @5g_lab https://t.co/6bb6D1MFR3,en,0,1,IEEEFutureNtwks,"IIoT, M2M, Vehicular, AutonomousVehicles, 5G",5g_lab,,
1.16E+18,Fri Aug 09 17:09:49 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Self-driving cars could eventually become involved in an active shooter situation, here’s what the AI needs to do: https://t.co/w3ZcwXPEMt @LanceEliot #AITrends #selfdriving #AI #selfdrivingcars #autonomousdriving #autonomousvehicles #techbrium #forbes",en,0,0,LanceEliot,"AITrends, selfdriving, AI, selfdrivingcars, autonomousdriving, autonomousvehicles, techbrium, forbes",LanceEliot,,
1.16E+18,Fri Aug 09 17:08:38 +0000 2019,"<a href=""https://twitter.com/IotTechnojeder"" rel=""nofollow"">TechnorIoT Bot</a>",RT @smartcityvwpts: #Bleutech Park Properties announced plans for a $7.5 billion project in #LasVegas that will showcase a range of #smartc…,en,0,2,IoT_Technojeder,"Bleutech, LasVegas",smartcityvwpts,India,
1.16E+18,Fri Aug 09 17:08:00 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#Bleutech Park Properties announced plans for a $7.5 billion project in #LasVegas that will showcase a range of #smartcity technology, from #autonomousvehicles to internet of things #IoT devices to smart buildings with ""self-healing concrete."" https://t.co/9AjwIy63HK",en,2,2,smartcityvwpts,"Bleutech, LasVegas, smartcity, autonomousvehicles, IoT",,"Boston, MA",
1.16E+18,Fri Aug 09 17:07:26 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @christophecazes: #ADAS #DriverLess interesting approach from Swaayatt Robots (स्वायत्त रोबोट्स) #AI #DeepLearning #Lidar #CMS 
Congratu…",und,0,2,swaayatt,"ADAS, DriverLess, AI, DeepLearning, Lidar, CMS",christophecazes,"Bhopal, India",
1.16E+18,Fri Aug 09 17:07:21 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DrJDrooghaag: 🔵 #Kodiak is hauling freight with self-driving trucks in #Texas

#AutonomousVehicles #AutonomousDriving #SupplyChain
@Fab…",en,0,7,fogle_shane,"Kodiak, Texas, AutonomousVehicles, AutonomousDriving, SupplyChain",DrJDrooghaag,"Atlanta, GA",
1.16E+18,Fri Aug 09 17:04:55 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @christophecazes: #ADAS #DriverLess interesting approach from Swaayatt Robots (स्वायत्त रोबोट्स) #AI #DeepLearning #Lidar #CMS 
Congratu…",und,0,2,sanjeevs_iitr,"ADAS, DriverLess, AI, DeepLearning, Lidar, CMS",christophecazes,"Bhopal, India",
1.16E+18,Fri Aug 09 17:04:23 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @JeroenBartelse: Yesterday I was one of the passengers in the self-driving @NAVYA_Group shuttle as it drove around Drimmelen harbour (Ne…,en,0,18,CCEFVenezuela,,"JeroenBartelse, NAVYA_Group",,
1.16E+18,Fri Aug 09 17:04:05 +0000 2019,"<a href=""https://ho.com"" rel=""nofollow"">auto is the only way it can be </a>","RT @CioAmaro: There are issues in everything and every time. Question is How we fix them!
3 security issues facing smart cars!
#Infosec #Cy…",en,0,1,sectest9,Infosec,CioAmaro,"Hyderabad, India",
1.16E+18,Fri Aug 09 17:03:45 +0000 2019,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","There are issues in everything and every time. Question is How we fix them!
3 security issues facing smart cars!
#Infosec #CyberSecurity #CyberAttack #Hack #Breach #Threat #DDoS #Malware #Cyberwarning #Tech #Technology #Tech_1k @CioAmaro #Video #SmartCar #SelfDrivingCars #IoT https://t.co/fbSZcV4W5n",en,2,1,CioAmaro,"Infosec, CyberSecurity, CyberAttack, Hack, Breach, Threat, DDoS, Malware, Cyberwarning, Tech, Technology, Tech_1k, Video, SmartCar, SelfDrivingCars, IoT",CioAmaro,,
1.16E+18,Fri Aug 09 17:02:00 +0000 2019,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Alphabet's #selfdriving arm @Waymo and its AI division @DeepMindAI are using a machine-learning technique called ""population-based training"" to fine-tune #autonomous vehicle algorithms for the best #driverless technology. https://t.co/4eDX8JanIk",en,2,1,SharedUseCntr,"selfdriving, autonomous, driverless","Waymo, DeepMindAI",Chicago | Los Angeles,
1.16E+18,Fri Aug 09 17:01:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Paula_Piccard: This #robot can park your car at the airport  @CNNBusiness 
#ArtificialIntelligence #AI #AutonomousVehicles #ML #Robotic…",en,0,57,MAXGAME16270505,"robot, ArtificialIntelligence, AI, AutonomousVehicles, ML","Paula_Piccard, CNNBusiness",,
1.16E+18,Fri Aug 09 17:00:43 +0000 2019,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","We love these BBC Ideas films - they are definitely food for thought and only a couple of minutes long - perfect!
https://t.co/Bkfkufs7WK
#EngineeringUk  #Innovation #AutonomousVehicles",en,0,1,PTDesignltd,"EngineeringUk, Innovation, AutonomousVehicles",,Manchester,
1.16E+18,Fri Aug 09 17:00:36 +0000 2019,"<a href=""http://azure.microsoft.com/en-us/services/app-service/logic/"" rel=""nofollow"">Microsoft Azure Logic Apps</a>","Testing #ArtificialIntelligence of #autonomousvehicles in artificial environment. Via seeker #AI #IoT 
pascal_bornet HeinzVHoenen Fabriziobustama FrRonconi mirko_ross SpirosMargaris sallyeaves AkwyZ YuHelenYu chboursin https://t.co/XHcjLhD91M",en,0,1,FelixEVargas,"ArtificialIntelligence, autonomousvehicles, AI, IoT",,Lima,
1.16E+18,Fri Aug 09 17:00:27 +0000 2019,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","The future of #Transportation https://t.co/MSu6XS6Axd
@AI_2050 @JihaneElAtifi @AITechmeme @iot4all @iotfacts @ntoineBernard @CSacken @jblefevre60 @jbrouge 
---
#ArtificialIntelligence #AutonomousVehicles #SmartCities #futureofwork #AI",en,1,1,C2MPlatform,"Transportation, ArtificialIntelligence, AutonomousVehicles, SmartCities, futureofwork, AI","AI_2050, JihaneElAtifi, AITechmeme, iot4all, iotfacts, ntoineBernard, CSacken, jblefevre60, jbrouge","Dallas, Texas",
1.16E+18,Fri Aug 09 17:00:01 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",#FastFactFriday – Curious as to when we will see #driverless vehicles on the road?  Find out more:  https://t.co/t5rdOW7qfh @Umich @UmichResearch https://t.co/MGOycq7h7u,en,7,5,UMichMcity,"FastFactFriday, driverless","UMich, UMichResearch",University of Michigan,
1.16E+18,Fri Aug 09 16:59:48 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mvollmer1: Testing #ArtificialIntelligence of #autonomousvehicles in artificial environment. Via @seeker #AI #IoT 
@pascal_bornet @Hein…",en,0,57,AnoukDarby,"ArtificialIntelligence, autonomousvehicles, AI, IoT","mvollmer1, Seeker, pascal_bornet",,
1.16E+18,Fri Aug 09 16:55:25 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marcusborba: This #robot can park your car at the airport  
via @CNNBusiness @Paula_Piccard #ArtificialIntelligence #MachineLearning #A…",en,0,66,der_Knoche,"robot, ArtificialIntelligence, MachineLearning","marcusborba, CNNBusiness, Paula_Piccard","Berlin, Deutschland",
1.16E+18,Fri Aug 09 16:49:41 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @marcusborba: This #robot can park your car at the airport  
via @CNNBusiness @Paula_Piccard #ArtificialIntelligence #MachineLearning #A…",en,0,66,DatexData,"robot, ArtificialIntelligence, MachineLearning","marcusborba, CNNBusiness, Paula_Piccard","Woodland Hills, CA",
1.16E+18,Fri Aug 09 16:49:17 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @alvinfoo: The future of #Transportation 

#AI #AutonomousVehicles #SmartCities #futureofwork 

@MusicComposer1 @Paula_Piccard @Fabrizio…",en,0,117,Oward_Hughes_69,"Transportation, AI, AutonomousVehicles, SmartCities, futureofwork","alvinfoo, MusicComposer1, Paula_Piccard","Chenas, Moulin a Vent, FRANCE",
1.16E+18,Fri Aug 09 16:47:08 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DC_AVAR: Autonomous vehicles could benefit several sectors of society such as mining, farming, forestry, digital technology, automotive…",en,0,3,DC_ORSIE,,DC_AVAR,"Oshawa, ON",
1.16E+18,Fri Aug 09 16:45:54 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Six driverless cars are being used in New York City to shuttle passengers around. https://t.co/2RusPCS0Mb #AutonomousVehicles,en,0,1,KCITechnologies,AutonomousVehicles,,Eastern U.S.,
1.16E+18,Fri Aug 09 16:45:37 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @mvollmer1: Testing #ArtificialIntelligence of #autonomousvehicles in artificial environment. Via @seeker #AI #IoT 
@pascal_bornet @Hein…",en,0,57,rodda2206,"ArtificialIntelligence, autonomousvehicles, AI, IoT","mvollmer1, Seeker, pascal_bornet",Luxembourg- Alcorcón /Madrid-Aranda de Duero-La Viliella/Gijón 🇱🇺✈🇪🇸,
1.16E+18,Fri Aug 09 16:45:07 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ronald_vanLoon: The 11 Clusters of #Innovation [#INFOGRAPHICS]
 via @wef |

 #ArtificialIntelligence #MachineLearning #Mobile #Cryptocu…",en,0,35,Gaolata,"Innovation, INFOGRAPHICS, ArtificialIntelligence, MachineLearning, Mobile","Ronald_vanLoon, wef",impact. com,
1.16E+18,Fri Aug 09 16:38:16 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Testing #ArtificialIntelligence of #autonomousvehicles in artificial environment. Via @seeker #AI #IoT 
@pascal_bornet @Hein…",en,0,57,ZorynaODonnell,"ArtificialIntelligence, autonomousvehicles, AI, IoT","mvollmer1, Seeker, pascal_bornet","Isle of Wight, United Kingdom",
1.16E+18,Fri Aug 09 16:34:36 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Testing #ArtificialIntelligence of #autonomousvehicles in artificial environment. Via @seeker #AI #IoT 
@pascal_bornet @Hein…",en,0,57,JosephPrigith,"ArtificialIntelligence, autonomousvehicles, AI, IoT","mvollmer1, Seeker, pascal_bornet","India, Kerala",
1.16E+18,Fri Aug 09 16:34:30 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DrJDrooghaag: 🔵 #Kodiak is hauling freight with self-driving trucks in #Texas

#AutonomousVehicles #AutonomousDriving #SupplyChain
@Fab…",en,0,7,Fabriziobustama,"Kodiak, Texas, AutonomousVehicles, AutonomousDriving, SupplyChain",DrJDrooghaag,,
1.16E+18,Fri Aug 09 16:34:21 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DrJDrooghaag: 🔵 #Kodiak is hauling freight with self-driving trucks in #Texas

#AutonomousVehicles #AutonomousDriving #SupplyChain
@Fab…",en,0,7,archonsec,"Kodiak, Texas, AutonomousVehicles, AutonomousDriving, SupplyChain",DrJDrooghaag,archonsec.com,
1.16E+18,Fri Aug 09 16:34:02 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DrJDrooghaag: 🔵 #Kodiak is hauling freight with self-driving trucks in #Texas

#AutonomousVehicles #AutonomousDriving #SupplyChain
@Fab…",en,0,7,AghiathChbib,"Kodiak, Texas, AutonomousVehicles, AutonomousDriving, SupplyChain",DrJDrooghaag,,
1.16E+18,Fri Aug 09 16:33:11 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @alvinfoo: The future of #Transportation 

#AI #AutonomousVehicles #SmartCities #futureofwork 

@MusicComposer1 @Paula_Piccard @Fabrizio…",en,0,117,markant8,"Transportation, AI, AutonomousVehicles, SmartCities, futureofwork","alvinfoo, MusicComposer1, Paula_Piccard",Mexico,
1.16E+18,Fri Aug 09 16:32:57 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🔵 #Kodiak is hauling freight with self-driving trucks in #Texas

#AutonomousVehicles #AutonomousDriving #SupplyChain
@Fabriziobustama @archonsec @AghiathChbib @fogle_shane @DioFavatas @mvollmer1 @kashthefuturist 

via @SupplyChainDive
👉 https://t.co/9USRXvDK5p https://t.co/Xj8SfyRKMC",en,10,7,DrJDrooghaag,"Kodiak, Texas, AutonomousVehicles, AutonomousDriving, SupplyChain","Fabriziobustama, archonsec, AghiathChbib, fogle_shane, DioFavatas, mvollmer1, kashthefuturist, SupplyChainDive","Germany, Europe",
1.16E+18,Fri Aug 09 16:32:35 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @TheJoeKoenig: Jerry Quandt of @ilavassociation “predicts” we’ll need a “vehicle roomba” to pick up garbage left behind by riders of #Au…,en,0,6,tcenergygroup,,"TheJoeKoenig, ilavassociation",,
1.16E+18,Fri Aug 09 16:31:36 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SpirosMargaris: Where’s My #FlyingCar? 

The Lowdown on Personal #Flight 

https://t.co/8KWR1MKf1G #fintech #insurtech #autonomousdrivi…",en,0,13,_Cheeky_Dimples,"FlyingCar, Flight, fintech, insurtech",SpirosMargaris,,
1.16E+18,Fri Aug 09 16:31:02 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @BusSustainable: Motor, steering and suspension in a single module. From Protean Electric a solution for future autonomous shuttles. #dr…",en,0,4,MelissaSalvad0r,,BusSustainable,United Kingdom,
1.16E+18,Fri Aug 09 16:30:19 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KvaserAB: Introduction to the OBD II Standard https://t.co/EEKSTa30B3 …
These applications range from consumer appliances to highly sop…",en,0,2,Autodiagnosistz,,KvaserAB,"Tanzania,dar es salaam.",
1.16E+18,Fri Aug 09 16:29:55 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @mvollmer1: Testing #ArtificialIntelligence of #autonomousvehicles in artificial environment. Via @seeker #AI #IoT 
@pascal_bornet @Hein…",en,0,57,HumbertoZamoraR,"ArtificialIntelligence, autonomousvehicles, AI, IoT","mvollmer1, Seeker, pascal_bornet","La Paz, BCS",
1.16E+18,Fri Aug 09 16:29:34 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#SelfDriving Shuttles Make Debut in Business Setting

https://t.co/HlcpXN4u2C
#RanchoCordova #autonomous #SmartCity #AI #IoT #Robotics #tech #5G #driverless #SelfDrivingCars #startup #technology #DriverlessCars #Robots #startups #transport #mobility #Travel #delivery #robot https://t.co/q90vg67fRv",en,9,6,guidaautonoma,"SelfDriving, RanchoCordova, autonomous, SmartCity, AI, IoT, Robotics, tech, 5G, driverless, SelfDrivingCars, startup, technology, DriverlessCars, Robots, startups, transport, mobility, Travel, delivery, robot",,Genova Italy,
1.16E+18,Fri Aug 09 16:26:14 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @mvollmer1: Testing #ArtificialIntelligence of #autonomousvehicles in artificial environment. Via @seeker #AI #IoT 
@pascal_bornet @Hein…",en,0,57,Fabriziobustama,"ArtificialIntelligence, autonomousvehicles, AI, IoT","mvollmer1, Seeker, pascal_bornet",,
